date,week_day,store_id,item_id,sales,returned
2020-06-28,3,53,1,5,0
2020-06-28,3,53,2,0,0
2020-06-28,3,53,3,0,0
2020-06-28,3,53,4,0,0
2020-06-28,3,53,5,0,0
2020-06-28,3,53,6,0,0
2020-06-28,3,53,7,0,0
2020-06-28,3,53,8,0,0
2020-06-28,3,80,1,2,0
2020-06-28,3,80,2,0,0
2020-06-28,3,80,3,0,0
2020-06-28,3,80,4,0,0
2020-06-28,3,80,5,0,0
2020-06-28,3,80,6,0,0
2020-06-28,3,80,7,0,0
2020-06-28,3,80,8,0,0
2020-06-28,3,34,1,2,0
2020-06-28,3,34,2,0,0
2020-06-28,3,34,3,0,0
2020-06-28,3,34,4,0,0
2020-06-28,3,34,5,0,0
2020-06-28,3,34,6,0,0
2020-06-28,3,34,7,0,0
2020-06-28,3,34,8,0,0
2020-06-28,3,31,1,1,0
2020-06-28,3,31,2,0,0
2020-06-28,3,31,3,0,0
2020-06-28,3,31,4,0,0
2020-06-28,3,31,5,0,0
2020-06-28,3,31,6,0,0
2020-06-28,3,31,7,0,0
2020-06-28,3,31,8,0,0
2020-06-28,3,91,1,1,0
2020-06-28,3,91,2,0,0
2020-06-28,3,91,3,0,0
2020-06-28,3,91,4,0,0
2020-06-28,3,91,5,0,0
2020-06-28,3,91,6,0,0
2020-06-28,3,91,7,0,0
2020-06-28,3,91,8,0,0
2020-06-28,3,81,1,3,0
2020-06-28,3,81,2,0,0
2020-06-28,3,81,3,0,0
2020-06-28,3,81,4,0,0
2020-06-28,3,81,5,0,0
2020-06-28,3,81,6,0,0
2020-06-28,3,81,7,0,0
2020-06-28,3,81,8,0,0
2020-06-28,3,2,1,2,0
2020-06-28,3,2,2,0,0
2020-06-28,3,2,3,0,0
2020-06-28,3,2,4,0,0
2020-06-28,3,2,5,0,0
2020-06-28,3,2,6,0,0
2020-06-28,3,2,7,0,0
2020-06-28,3,2,8,0,0
2020-06-28,3,68,1,3,0
2020-06-28,3,68,2,0,0
2020-06-28,3,68,3,0,0
2020-06-28,3,68,4,0,0
2020-06-28,3,68,5,0,0
2020-06-28,3,68,6,0,0
2020-06-28,3,68,7,0,0
2020-06-28,3,68,8,0,0
2020-06-28,3,84,1,2,0
2020-06-28,3,84,2,0,0
2020-06-28,3,84,3,0,0
2020-06-28,3,84,4,0,0
2020-06-28,3,84,5,0,0
2020-06-28,3,84,6,0,0
2020-06-28,3,84,7,0,0
2020-06-28,3,84,8,0,0
2020-06-28,3,76,1,2,0
2020-06-28,3,76,2,0,0
2020-06-28,3,76,3,0,0
2020-06-28,3,76,4,0,0
2020-06-28,3,76,5,0,0
2020-06-28,3,76,6,0,0
2020-06-28,3,76,7,0,0
2020-06-28,3,76,8,0,0
2020-06-28,3,55,1,3,0
2020-06-28,3,55,2,0,0
2020-06-28,3,55,3,0,0
2020-06-28,3,55,4,0,0
2020-06-28,3,55,5,0,0
2020-06-28,3,55,6,0,0
2020-06-28,3,55,7,0,0
2020-06-28,3,55,8,0,0
2020-06-28,3,54,1,2,0
2020-06-28,3,54,2,0,0
2020-06-28,3,54,3,0,0
2020-06-28,3,54,4,0,0
2020-06-28,3,54,5,0,0
2020-06-28,3,54,6,0,0
2020-06-28,3,54,7,0,0
2020-06-28,3,54,8,0,0
2020-06-28,3,69,1,5,0
2020-06-28,3,69,2,0,0
2020-06-28,3,69,3,0,0
2020-06-28,3,69,4,0,0
2020-06-28,3,69,5,0,0
2020-06-28,3,69,6,0,0
2020-06-28,3,69,7,0,0
2020-06-28,3,69,8,0,0
2020-06-28,3,71,1,53,8
2020-06-28,3,71,2,0,0
2020-06-28,3,71,3,0,0
2020-06-28,3,71,4,0,0
2020-06-28,3,71,5,0,0
2020-06-28,3,71,6,0,0
2020-06-28,3,71,7,0,0
2020-06-28,3,71,8,0,0
2020-06-29,1,31,1,2,0
2020-06-29,1,31,2,0,0
2020-06-29,1,31,3,0,0
2020-06-29,1,31,4,0,0
2020-06-29,1,31,5,0,0
2020-06-29,1,31,6,0,0
2020-06-29,1,31,7,0,0
2020-06-29,1,31,8,0,0
2020-06-29,1,30,1,2,0
2020-06-29,1,30,2,0,0
2020-06-29,1,30,3,0,0
2020-06-29,1,30,4,0,0
2020-06-29,1,30,5,0,0
2020-06-29,1,30,6,0,0
2020-06-29,1,30,7,0,0
2020-06-29,1,30,8,0,0
2020-06-29,1,45,1,6,0
2020-06-29,1,45,2,0,0
2020-06-29,1,45,3,0,0
2020-06-29,1,45,4,0,0
2020-06-29,1,45,5,0,0
2020-06-29,1,45,6,0,0
2020-06-29,1,45,7,0,0
2020-06-29,1,45,8,0,0
2020-06-29,1,92,1,2,0
2020-06-29,1,92,2,0,0
2020-06-29,1,92,3,0,0
2020-06-29,1,92,4,0,0
2020-06-29,1,92,5,0,0
2020-06-29,1,92,6,0,0
2020-06-29,1,92,7,0,0
2020-06-29,1,92,8,0,0
2020-06-29,1,108,1,3,0
2020-06-29,1,108,2,0,0
2020-06-29,1,108,3,0,0
2020-06-29,1,108,4,0,0
2020-06-29,1,108,5,0,0
2020-06-29,1,108,6,0,0
2020-06-29,1,108,7,0,0
2020-06-29,1,108,8,0,0
2020-06-29,1,3,1,3,0
2020-06-29,1,3,2,0,0
2020-06-29,1,3,3,0,0
2020-06-29,1,3,4,0,0
2020-06-29,1,3,5,0,0
2020-06-29,1,3,6,0,0
2020-06-29,1,3,7,0,0
2020-06-29,1,3,8,0,0
2020-06-29,1,74,1,2,0
2020-06-29,1,74,2,0,0
2020-06-29,1,74,3,0,0
2020-06-29,1,74,4,0,0
2020-06-29,1,74,5,0,0
2020-06-29,1,74,6,0,0
2020-06-29,1,74,7,0,0
2020-06-29,1,74,8,0,0
2020-06-30,5,83,1,3,0
2020-06-30,5,83,2,0,0
2020-06-30,5,83,3,0,0
2020-06-30,5,83,4,0,0
2020-06-30,5,83,5,0,0
2020-06-30,5,83,6,0,0
2020-06-30,5,83,7,0,0
2020-06-30,5,83,8,0,0
2020-06-30,5,112,1,2,0
2020-06-30,5,112,2,0,0
2020-06-30,5,112,3,0,0
2020-06-30,5,112,4,0,0
2020-06-30,5,112,5,0,0
2020-06-30,5,112,6,0,0
2020-06-30,5,112,7,0,0
2020-06-30,5,112,8,0,0
2020-06-30,5,115,1,2,0
2020-06-30,5,115,2,0,0
2020-06-30,5,115,3,0,0
2020-06-30,5,115,4,0,0
2020-06-30,5,115,5,0,0
2020-06-30,5,115,6,0,0
2020-06-30,5,115,7,0,0
2020-06-30,5,115,8,0,0
2020-06-30,5,40,1,3,0
2020-06-30,5,40,2,0,0
2020-06-30,5,40,3,0,0
2020-06-30,5,40,4,0,0
2020-06-30,5,40,5,0,0
2020-06-30,5,40,6,0,0
2020-06-30,5,40,7,0,0
2020-06-30,5,40,8,0,0
2020-07-01,6,38,1,24,0
2020-07-01,6,38,2,0,0
2020-07-01,6,38,3,0,0
2020-07-01,6,38,4,0,0
2020-07-01,6,38,5,0,0
2020-07-01,6,38,6,0,0
2020-07-01,6,38,7,0,0
2020-07-01,6,38,8,0,0
2020-07-01,6,71,1,30,0
2020-07-01,6,71,2,0,0
2020-07-01,6,71,3,0,0
2020-07-01,6,71,4,0,0
2020-07-01,6,71,5,0,0
2020-07-01,6,71,6,0,0
2020-07-01,6,71,7,0,0
2020-07-01,6,71,8,0,0
2020-07-01,6,97,1,25,23
2020-07-01,6,97,2,0,0
2020-07-01,6,97,3,0,0
2020-07-01,6,97,4,0,0
2020-07-01,6,97,5,0,0
2020-07-01,6,97,6,0,0
2020-07-01,6,97,7,0,0
2020-07-01,6,97,8,0,0
2020-07-01,6,78,1,15,13
2020-07-01,6,78,2,0,0
2020-07-01,6,78,3,0,0
2020-07-01,6,78,4,0,0
2020-07-01,6,78,5,0,0
2020-07-01,6,78,6,0,0
2020-07-01,6,78,7,0,0
2020-07-01,6,78,8,0,0
2020-07-02,4,78,1,14,12
2020-07-02,4,78,2,0,0
2020-07-02,4,78,3,0,0
2020-07-02,4,78,4,0,0
2020-07-02,4,78,5,0,0
2020-07-02,4,78,6,0,0
2020-07-02,4,78,7,0,0
2020-07-02,4,78,8,0,0
2020-07-04,2,71,1,25,0
2020-07-04,2,71,2,0,0
2020-07-04,2,71,3,0,0
2020-07-04,2,71,4,0,0
2020-07-04,2,71,5,0,0
2020-07-04,2,71,6,0,0
2020-07-04,2,71,7,0,0
2020-07-04,2,71,8,0,0
2020-07-04,2,70,1,20,0
2020-07-04,2,70,2,0,0
2020-07-04,2,70,3,0,0
2020-07-04,2,70,4,0,0
2020-07-04,2,70,5,0,0
2020-07-04,2,70,6,0,0
2020-07-04,2,70,7,0,0
2020-07-04,2,70,8,0,0
2020-07-04,2,38,1,10,0
2020-07-04,2,38,2,0,0
2020-07-04,2,38,3,0,0
2020-07-04,2,38,4,0,0
2020-07-04,2,38,5,0,0
2020-07-04,2,38,6,0,0
2020-07-04,2,38,7,0,0
2020-07-04,2,38,8,0,0
2020-07-05,3,38,1,5,0
2020-07-05,3,38,2,0,0
2020-07-05,3,38,3,0,0
2020-07-05,3,38,4,0,0
2020-07-05,3,38,5,0,0
2020-07-05,3,38,6,0,0
2020-07-05,3,38,7,0,0
2020-07-05,3,38,8,0,0
2020-07-06,1,102,1,11,0
2020-07-06,1,102,2,0,0
2020-07-06,1,102,3,0,0
2020-07-06,1,102,4,0,0
2020-07-06,1,102,5,0,0
2020-07-06,1,102,6,0,0
2020-07-06,1,102,7,0,0
2020-07-06,1,102,8,0,0
2020-07-06,1,38,1,10,0
2020-07-06,1,38,2,0,0
2020-07-06,1,38,3,0,0
2020-07-06,1,38,4,0,0
2020-07-06,1,38,5,0,0
2020-07-06,1,38,6,0,0
2020-07-06,1,38,7,0,0
2020-07-06,1,38,8,0,0
2020-07-06,1,78,1,6,0
2020-07-06,1,78,2,0,0
2020-07-06,1,78,3,0,0
2020-07-06,1,78,4,0,0
2020-07-06,1,78,5,0,0
2020-07-06,1,78,6,0,0
2020-07-06,1,78,7,0,0
2020-07-06,1,78,8,0,0
2020-07-06,1,94,1,6,6
2020-07-06,1,94,2,0,0
2020-07-06,1,94,3,0,0
2020-07-06,1,94,4,0,0
2020-07-06,1,94,5,0,0
2020-07-06,1,94,6,0,0
2020-07-06,1,94,7,0,0
2020-07-06,1,94,8,0,0
2020-07-06,1,38,1,5,0
2020-07-06,1,38,2,0,0
2020-07-06,1,38,3,0,0
2020-07-06,1,38,4,0,0
2020-07-06,1,38,5,0,0
2020-07-06,1,38,6,0,0
2020-07-06,1,38,7,0,0
2020-07-06,1,38,8,0,0
2020-07-06,1,78,1,6,0
2020-07-06,1,78,2,0,0
2020-07-06,1,78,3,0,0
2020-07-06,1,78,4,0,0
2020-07-06,1,78,5,0,0
2020-07-06,1,78,6,0,0
2020-07-06,1,78,7,0,0
2020-07-06,1,78,8,0,0
2020-07-06,1,71,1,13,1
2020-07-06,1,71,2,0,0
2020-07-06,1,71,3,0,0
2020-07-06,1,71,4,0,0
2020-07-06,1,71,5,0,0
2020-07-06,1,71,6,0,0
2020-07-06,1,71,7,0,0
2020-07-06,1,71,8,0,0
2020-07-06,1,36,1,3,0
2020-07-06,1,36,2,0,0
2020-07-06,1,36,3,0,0
2020-07-06,1,36,4,0,0
2020-07-06,1,36,5,0,0
2020-07-06,1,36,6,0,0
2020-07-06,1,36,7,0,0
2020-07-06,1,36,8,0,0
2020-07-06,1,38,1,2,0
2020-07-06,1,38,2,0,0
2020-07-06,1,38,3,0,0
2020-07-06,1,38,4,0,0
2020-07-06,1,38,5,0,0
2020-07-06,1,38,6,0,0
2020-07-06,1,38,7,0,0
2020-07-06,1,38,8,0,0
2020-07-06,1,94,1,8,2
2020-07-06,1,94,2,0,0
2020-07-06,1,94,3,0,0
2020-07-06,1,94,4,0,0
2020-07-06,1,94,5,0,0
2020-07-06,1,94,6,0,0
2020-07-06,1,94,7,0,0
2020-07-06,1,94,8,0,0
2020-07-06,1,38,1,9,0
2020-07-06,1,38,2,0,0
2020-07-06,1,38,3,0,0
2020-07-06,1,38,4,0,0
2020-07-06,1,38,5,0,0
2020-07-06,1,38,6,0,0
2020-07-06,1,38,7,0,0
2020-07-06,1,38,8,0,0
2020-07-07,5,70,1,20,0
2020-07-07,5,70,2,7,0
2020-07-07,5,70,3,7,0
2020-07-07,5,70,4,6,0
2020-07-07,5,70,5,0,0
2020-07-07,5,70,6,0,0
2020-07-07,5,70,7,0,0
2020-07-07,5,70,8,0,0
2020-07-07,5,71,1,0,0
2020-07-07,5,71,2,7,0
2020-07-07,5,71,3,7,0
2020-07-07,5,71,4,7,0
2020-07-07,5,71,5,0,0
2020-07-07,5,71,6,0,0
2020-07-07,5,71,7,0,0
2020-07-07,5,71,8,0,0
2020-07-08,6,71,1,20,0
2020-07-08,6,71,2,0,0
2020-07-08,6,71,3,0,0
2020-07-08,6,71,4,3,0
2020-07-08,6,71,5,0,0
2020-07-08,6,71,6,0,0
2020-07-08,6,71,7,0,0
2020-07-08,6,71,8,0,0
2020-07-08,6,102,1,10,1
2020-07-08,6,102,2,5,0
2020-07-08,6,102,3,5,0
2020-07-08,6,102,4,5,0
2020-07-08,6,102,5,0,0
2020-07-08,6,102,6,0,0
2020-07-08,6,102,7,0,0
2020-07-08,6,102,8,0,0
2020-07-08,6,94,1,10,0
2020-07-08,6,94,2,5,0
2020-07-08,6,94,3,5,3
2020-07-08,6,94,4,5,0
2020-07-08,6,94,5,0,0
2020-07-08,6,94,6,0,0
2020-07-08,6,94,7,0,0
2020-07-08,6,94,8,0,0
2020-07-09,4,70,1,25,11
2020-07-09,4,70,2,10,1
2020-07-09,4,70,3,10,5
2020-07-09,4,70,4,10,3
2020-07-09,4,70,5,0,0
2020-07-09,4,70,6,0,0
2020-07-09,4,70,7,0,0
2020-07-09,4,70,8,0,0
2020-07-09,4,71,1,25,23
2020-07-09,4,71,2,10,0
2020-07-09,4,71,3,10,0
2020-07-09,4,71,4,10,6
2020-07-09,4,71,5,0,0
2020-07-09,4,71,6,0,0
2020-07-09,4,71,7,0,0
2020-07-09,4,71,8,0,0
2020-07-09,4,78,1,10,1
2020-07-09,4,78,2,0,0
2020-07-09,4,78,3,0,0
2020-07-09,4,78,4,0,0
2020-07-09,4,78,5,0,0
2020-07-09,4,78,6,0,0
2020-07-09,4,78,7,0,0
2020-07-09,4,78,8,0,0
2020-07-09,4,89,1,5,0
2020-07-09,4,89,2,5,0
2020-07-09,4,89,3,5,0
2020-07-09,4,89,4,5,0
2020-07-09,4,89,5,0,0
2020-07-09,4,89,6,0,0
2020-07-09,4,89,7,0,0
2020-07-09,4,89,8,0,0
2020-07-09,4,44,1,2,0
2020-07-09,4,44,2,2,0
2020-07-09,4,44,3,2,0
2020-07-09,4,44,4,2,0
2020-07-09,4,44,5,0,0
2020-07-09,4,44,6,0,0
2020-07-09,4,44,7,0,0
2020-07-09,4,44,8,0,0
2020-07-09,4,38,1,13,0
2020-07-09,4,38,2,13,0
2020-07-09,4,38,3,13,0
2020-07-09,4,38,4,18,0
2020-07-09,4,38,5,0,0
2020-07-09,4,38,6,0,0
2020-07-09,4,38,7,0,0
2020-07-09,4,38,8,0,0
2020-07-12,3,70,1,15,0
2020-07-12,3,70,2,0,0
2020-07-12,3,70,3,2,0
2020-07-12,3,70,4,5,0
2020-07-12,3,70,5,0,0
2020-07-12,3,70,6,0,0
2020-07-12,3,70,7,0,0
2020-07-12,3,70,8,0,0
2020-07-12,3,71,1,10,0
2020-07-12,3,71,2,0,0
2020-07-12,3,71,3,3,0
2020-07-12,3,71,4,5,0
2020-07-12,3,71,5,0,0
2020-07-12,3,71,6,0,0
2020-07-12,3,71,7,0,0
2020-07-12,3,71,8,0,0
2020-07-12,3,78,1,20,1
2020-07-12,3,78,2,0,0
2020-07-12,3,78,3,0,0
2020-07-12,3,78,4,0,0
2020-07-12,3,78,5,0,0
2020-07-12,3,78,6,0,0
2020-07-12,3,78,7,0,0
2020-07-12,3,78,8,0,0
2020-07-12,3,94,1,4,0
2020-07-12,3,94,2,4,0
2020-07-12,3,94,3,4,0
2020-07-12,3,94,4,4,0
2020-07-12,3,94,5,0,0
2020-07-12,3,94,6,0,0
2020-07-12,3,94,7,0,0
2020-07-12,3,94,8,0,0
2020-07-12,3,102,1,10,1
2020-07-12,3,102,2,5,0
2020-07-12,3,102,3,5,0
2020-07-12,3,102,4,5,0
2020-07-12,3,102,5,0,0
2020-07-12,3,102,6,0,0
2020-07-12,3,102,7,0,0
2020-07-12,3,102,8,0,0
2020-07-12,3,38,1,4,0
2020-07-12,3,38,2,4,0
2020-07-12,3,38,3,4,0
2020-07-12,3,38,4,4,0
2020-07-12,3,38,5,0,0
2020-07-12,3,38,6,0,0
2020-07-12,3,38,7,0,0
2020-07-12,3,38,8,0,0
2020-07-14,5,70,1,0,0
2020-07-14,5,70,2,5,3
2020-07-14,5,70,3,5,4
2020-07-14,5,70,4,3,2
2020-07-14,5,70,5,0,0
2020-07-14,5,70,6,0,0
2020-07-14,5,70,7,0,0
2020-07-14,5,70,8,0,0
2020-07-14,5,71,1,5,3
2020-07-14,5,71,2,5,0
2020-07-14,5,71,3,3,2
2020-07-14,5,71,4,3,0
2020-07-14,5,71,5,0,0
2020-07-14,5,71,6,0,0
2020-07-14,5,71,7,0,0
2020-07-14,5,71,8,0,0
2020-07-14,5,102,1,10,4
2020-07-14,5,102,2,5,1
2020-07-14,5,102,3,5,1
2020-07-14,5,102,4,3,0
2020-07-14,5,102,5,0,0
2020-07-14,5,102,6,0,0
2020-07-14,5,102,7,0,0
2020-07-14,5,102,8,0,0
2020-07-14,5,103,1,5,3
2020-07-14,5,103,2,5,2
2020-07-14,5,103,3,5,4
2020-07-14,5,103,4,5,5
2020-07-14,5,103,5,0,0
2020-07-14,5,103,6,0,0
2020-07-14,5,103,7,0,0
2020-07-14,5,103,8,0,0
2020-07-14,5,38,1,5,0
2020-07-14,5,38,2,5,0
2020-07-14,5,38,3,5,0
2020-07-14,5,38,4,5,0
2020-07-14,5,38,5,0,0
2020-07-14,5,38,6,0,0
2020-07-14,5,38,7,0,0
2020-07-14,5,38,8,0,0
2020-07-15,6,70,1,5,0
2020-07-15,6,70,2,0,0
2020-07-15,6,70,3,0,0
2020-07-15,6,70,4,3,0
2020-07-15,6,70,5,0,0
2020-07-15,6,70,6,0,0
2020-07-15,6,70,7,0,0
2020-07-15,6,70,8,0,0
2020-07-15,6,71,1,0,19
2020-07-15,6,71,2,0,3
2020-07-15,6,71,3,2,2
2020-07-15,6,71,4,3,3
2020-07-15,6,71,5,0,0
2020-07-15,6,71,6,0,0
2020-07-15,6,71,7,0,0
2020-07-15,6,71,8,0,0
2020-07-15,6,102,1,0,0
2020-07-15,6,102,2,0,0
2020-07-15,6,102,3,5,0
2020-07-15,6,102,4,5,0
2020-07-15,6,102,5,0,0
2020-07-15,6,102,6,0,0
2020-07-15,6,102,7,0,0
2020-07-15,6,102,8,0,0
2020-07-15,6,38,1,2,0
2020-07-15,6,38,2,0,0
2020-07-15,6,38,3,2,0
2020-07-15,6,38,4,2,0
2020-07-15,6,38,5,0,0
2020-07-15,6,38,6,0,0
2020-07-15,6,38,7,0,0
2020-07-15,6,38,8,0,0
2020-07-15,6,51,1,0,0
2020-07-15,6,51,2,7,0
2020-07-15,6,51,3,0,0
2020-07-15,6,51,4,0,0
2020-07-15,6,51,5,0,0
2020-07-15,6,51,6,0,0
2020-07-15,6,51,7,0,0
2020-07-15,6,51,8,0,0
2020-07-16,4,70,1,5,0
2020-07-16,4,70,2,2,0
2020-07-16,4,70,3,2,0
2020-07-16,4,70,4,0,3
2020-07-16,4,70,5,0,0
2020-07-16,4,70,6,0,0
2020-07-16,4,70,7,0,0
2020-07-16,4,70,8,0,0
2020-07-16,4,71,1,5,0
2020-07-16,4,71,2,2,0
2020-07-16,4,71,3,2,0
2020-07-16,4,71,4,0,0
2020-07-16,4,71,5,0,0
2020-07-16,4,71,6,0,0
2020-07-16,4,71,7,0,0
2020-07-16,4,71,8,0,0
2020-07-16,4,102,1,5,0
2020-07-16,4,102,2,5,0
2020-07-16,4,102,3,5,0
2020-07-16,4,102,4,0,0
2020-07-16,4,102,5,0,0
2020-07-16,4,102,6,0,0
2020-07-16,4,102,7,0,0
2020-07-16,4,102,8,0,0
2020-07-16,4,78,1,10,9
2020-07-16,4,78,2,0,0
2020-07-16,4,78,3,0,0
2020-07-16,4,78,4,0,0
2020-07-16,4,78,5,0,0
2020-07-16,4,78,6,0,0
2020-07-16,4,78,7,0,0
2020-07-16,4,78,8,0,0
2020-07-16,4,43,1,0,0
2020-07-16,4,43,2,0,0
2020-07-16,4,43,3,0,0
2020-07-16,4,43,4,9,0
2020-07-16,4,43,5,0,0
2020-07-16,4,43,6,0,0
2020-07-16,4,43,7,0,0
2020-07-16,4,43,8,0,0
2020-07-18,2,70,1,5,0
2020-07-18,2,70,2,2,0
2020-07-18,2,70,3,2,5
2020-07-18,2,70,4,3,1
2020-07-18,2,70,5,0,0
2020-07-18,2,70,6,0,0
2020-07-18,2,70,7,0,0
2020-07-18,2,70,8,0,0
2020-07-18,2,71,1,4,1
2020-07-18,2,71,2,2,3
2020-07-18,2,71,3,2,1
2020-07-18,2,71,4,3,1
2020-07-18,2,71,5,0,0
2020-07-18,2,71,6,0,0
2020-07-18,2,71,7,0,0
2020-07-18,2,71,8,0,0
2020-07-18,2,102,1,5,2
2020-07-18,2,102,2,4,0
2020-07-18,2,102,3,9,0
2020-07-18,2,102,4,5,0
2020-07-18,2,102,5,0,0
2020-07-18,2,102,6,0,0
2020-07-18,2,102,7,0,0
2020-07-18,2,102,8,0,0
2020-07-18,2,103,1,3,3
2020-07-18,2,103,2,3,1
2020-07-18,2,103,3,3,1
2020-07-18,2,103,4,3,2
2020-07-18,2,103,5,0,0
2020-07-18,2,103,6,0,0
2020-07-18,2,103,7,0,0
2020-07-18,2,103,8,0,0
2020-07-18,2,38,1,1,0
2020-07-18,2,38,2,1,0
2020-07-18,2,38,3,1,0
2020-07-18,2,38,4,1,0
2020-07-18,2,38,5,0,0
2020-07-18,2,38,6,0,0
2020-07-18,2,38,7,0,0
2020-07-18,2,38,8,0,0
2020-07-19,3,102,1,10,0
2020-07-19,3,102,2,0,0
2020-07-19,3,102,3,0,0
2020-07-19,3,102,4,0,0
2020-07-19,3,102,5,0,0
2020-07-19,3,102,6,0,0
2020-07-19,3,102,7,0,0
2020-07-19,3,102,8,0,0
2020-07-20,1,70,1,3,2
2020-07-20,1,70,2,3,0
2020-07-20,1,70,3,3,1
2020-07-20,1,70,4,2,4
2020-07-20,1,70,5,0,0
2020-07-20,1,70,6,0,0
2020-07-20,1,70,7,0,0
2020-07-20,1,70,8,0,0
2020-07-20,1,71,1,5,1
2020-07-20,1,71,2,3,1
2020-07-20,1,71,3,3,2
2020-07-20,1,71,4,2,3
2020-07-20,1,71,5,0,0
2020-07-20,1,71,6,0,0
2020-07-20,1,71,7,0,0
2020-07-20,1,71,8,0,0
2020-07-20,1,102,1,10,0
2020-07-20,1,102,2,5,0
2020-07-20,1,102,3,5,0
2020-07-20,1,102,4,10,0
2020-07-20,1,102,5,0,0
2020-07-20,1,102,6,0,0
2020-07-20,1,102,7,0,0
2020-07-20,1,102,8,0,0
2020-07-20,1,103,1,2,1
2020-07-20,1,103,2,2,3
2020-07-20,1,103,3,2,0
2020-07-20,1,103,4,2,1
2020-07-20,1,103,5,0,0
2020-07-20,1,103,6,0,0
2020-07-20,1,103,7,0,0
2020-07-20,1,103,8,0,0
2020-07-20,1,78,1,10,2
2020-07-20,1,78,2,0,0
2020-07-20,1,78,3,0,0
2020-07-20,1,78,4,0,0
2020-07-20,1,78,5,0,0
2020-07-20,1,78,6,0,0
2020-07-20,1,78,7,0,0
2020-07-20,1,78,8,0,0
2020-07-20,1,30,1,1,0
2020-07-20,1,30,2,0,0
2020-07-20,1,30,3,0,0
2020-07-20,1,30,4,0,0
2020-07-20,1,30,5,0,0
2020-07-20,1,30,6,0,0
2020-07-20,1,30,7,0,0
2020-07-20,1,30,8,0,0
2020-07-21,5,38,1,20,0
2020-07-21,5,38,2,0,0
2020-07-21,5,38,3,0,0
2020-07-21,5,38,4,0,0
2020-07-21,5,38,5,0,0
2020-07-21,5,38,6,0,0
2020-07-21,5,38,7,0,0
2020-07-21,5,38,8,0,0
2020-07-22,6,70,1,5,4
2020-07-22,6,70,2,2,2
2020-07-22,6,70,3,1,2
2020-07-22,6,70,4,2,2
2020-07-22,6,70,5,0,0
2020-07-22,6,70,6,0,0
2020-07-22,6,70,7,0,0
2020-07-22,6,70,8,0,0
2020-07-22,6,71,1,5,1
2020-07-22,6,71,2,3,1
2020-07-22,6,71,3,1,0
2020-07-22,6,71,4,2,0
2020-07-22,6,71,5,0,0
2020-07-22,6,71,6,0,0
2020-07-22,6,71,7,0,0
2020-07-22,6,71,8,0,0
2020-07-22,6,102,1,0,0
2020-07-22,6,102,2,8,0
2020-07-22,6,102,3,8,0
2020-07-22,6,102,4,5,1
2020-07-22,6,102,5,0,0
